2 0.369408
4 0.217778
8 0.154240
16 0.090398
32 0.055707
64 0.053391
128 0.021359
256 0.010484
512 0.002010
1024 0.004205
2048 0.006268
4096 0.001415
8192 0.004749
16384 0.001099
32768 0.000196
65536 0.000125
131072 0.000160
262144 0.000792
524288 0.000137
1048576 0.000285
2097152 0.000202
4194304 0.000187
8388608 0.000049
16777216 0.000087
33554432 0.000021
67108864 0.000013
134217728 0.000022
268435456 0.000027
536870912 0.000016
1073741824 0.000002
