2 0.044204
4 0.176412
8 0.217937
16 0.093206
32 0.060517
64 0.037580
128 0.005335
256 0.000199
512 0.004700
1024 0.003670
2048 0.002461
4096 0.004368
8192 0.002854
16384 0.001296
32768 0.002624
65536 0.001292
131072 0.001109
262144 0.000430
524288 0.000407
1048576 0.000288
2097152 0.000166
4194304 0.000113
8388608 0.000089
16777216 0.000061
33554432 0.000102
67108864 0.000010
134217728 0.000043
268435456 0.000026
536870912 0.000016
1073741824 0.000007
