2 0.012
4 0.013
8 0.013
16 0.011
32 0.010
64 0.009
128 0.010
256 0.010
512 0.010
1024 0.011
2048 0.014
4096 0.013
8192 0.011
16384 0.011
32768 0.011
65536 0.012
131072 0.013
262144 0.019
524288 0.021
1048576 0.033
2097152 0.077
4194304 0.090
8388608 0.152
16777216 0.308
33554432 0.570
67108864 1.149
134217728 2.345
268435456 4.805
536870912 8.854
1073741824 17.467
