2 100 3.320000 0.178407
3 1000 3.180000 0.038407
4 10000 3.135600 0.005993
5 100000 3.142640 0.001047
6 1000000 3.140924 0.000669
7 10000000 3.141796 0.000203
8 100000000 3.141879 0.000286
9 1000000000 3.141526 0.000067
10 1410065408 3.141551 0.000042
