100 2.615927e-01 0.00
1000 5.359274e-02 0.00
10000 2.199274e-02 0.00
100000 2.167259e-03 0.01
1000000 1.279259e-03 0.04
10000000 6.632590e-04 0.31
100000000 1.520990e-04 3.13
1000000000 1.652901e-05 33.06
1410065408 3.367370e-05 49.99
